iter	RMSE
0	0.00264298551
1	0.00264270718
2	0.00264232986
3	0.002642022872
4	0.002641817432
5	0.002641613273
6	0.002641245226
7	0.002640977683
8	0.00264065285
9	0.002640353236
10	0.002640061327
11	0.002639813477
12	0.002639509852
13	0.002639128536
14	0.002638887153
15	0.002638648528
16	0.002638426324
17	0.002638106132
18	0.00263786295
19	0.002637659539
20	0.002637411233
21	0.002637136027
22	0.00263691787
23	0.002636719136
24	0.002636503562
25	0.002636248092
26	0.002636040771
27	0.002635742517
28	0.002635490824
29	0.002635223354
30	0.002634935471
31	0.002634774116
32	0.002634475963
33	0.002634293994
34	0.002634049208
35	0.002633829815
36	0.002633517515
37	0.002633314781
38	0.002633072821
39	0.002632848984
40	0.002632679291
41	0.002632447208
42	0.002632115281
43	0.002631961307
44	0.002631763749
45	0.00263153235
46	0.002631336437
47	0.002631220032
48	0.002630991868
49	0.002630749743
50	0.002630537151
51	0.002630381068
52	0.002630206581
53	0.002629941207
54	0.002629720889
55	0.002629514593
56	0.002629354948
57	0.002629208725
58	0.002628900063
59	0.002628664928
60	0.002628436227
61	0.002628178766
62	0.002627967804
63	0.002627703423
64	0.002627474051
65	0.002627245325
66	0.002626956876
67	0.002626740218
68	0.002626529167
69	0.002626352599
70	0.002626110663
71	0.002625882125
72	0.002625730782
73	0.002625560057
74	0.002625429421
75	0.00262522094
76	0.002625015679
77	0.002624829749
78	0.002624604986
79	0.00262429697
80	0.002624099736
81	0.00262398705
82	0.00262371974
83	0.002623592489
84	0.002623373961
85	0.002623247307
86	0.002623077288
87	0.002622898076
88	0.002622677936
89	0.002622553638
90	0.002622387683
91	0.002622145273
92	0.002621941372
93	0.00262175491
94	0.002621572786
95	0.00262142245
96	0.002621305913
97	0.002621121696
98	0.002620934949
99	0.00262073165
100	0.0026204857
101	0.002620325254
102	0.002620158025
103	0.002619971662
104	0.002619881474
105	0.002619673408
106	0.00261950729
107	0.002619342264
108	0.002619233937
109	0.002619049831
110	0.002618855606
111	0.002618674697
112	0.002618553376
113	0.002618436215
114	0.002618320082
115	0.002618089888
116	0.002617951958
117	0.002617811095
118	0.002617671904
119	0.002617483935
120	0.002617347862
121	0.00261718927
122	0.002617025094
123	0.00261688148
124	0.00261673131
125	0.002616459438
126	0.002616327467
127	0.00261612445
128	0.00261600199
129	0.002615819946
130	0.00261558303
131	0.00261545023
132	0.002615242633
133	0.002615129137
134	0.002614983875
135	0.002614817632
136	0.002614677622
137	0.002614547157
138	0.00261437926
139	0.002614231949
140	0.002614056431
141	0.002613874023
142	0.002613613178
143	0.002613397465
144	0.002613259403
145	0.002613114411
146	0.002612969181
147	0.002612788408
148	0.002612562069
149	0.002612418122
150	0.002612263227
151	0.002612133526
152	0.002611931126
153	0.002611743474
154	0.002611649292
155	0.00261145892
156	0.002611298531
157	0.002611039314
158	0.00261087888
159	0.002610678484
160	0.002610501743
161	0.002610321455
162	0.002610149431
163	0.002610057732
164	0.002609913189
165	0.002609700944
166	0.002609590544
167	0.002609453294
168	0.002609308158
169	0.002609211984
170	0.002609055524
171	0.002608892677
172	0.002608776284
173	0.002608628935
174	0.002608425647
175	0.002608228971
176	0.002608065757
177	0.002607933428
178	0.002607727553
179	0.002607613694
180	0.002607509306
181	0.002607318403
182	0.002607188115
183	0.002607076884
184	0.002606933506
185	0.00260681347
186	0.002606592005
187	0.002606431495
188	0.002606284746
189	0.002606164543
190	0.002606035568
191	0.002605889177
192	0.002605764883
193	0.002605666264
194	0.00260557788
195	0.002605400056
196	0.002605196357
197	0.002605079023
198	0.002604957021
199	0.002604841301
200	0.002604672666
201	0.002604539916
202	0.00260438819
203	0.002604198349
204	0.00260412536
205	0.002603993794
206	0.002603824236
207	0.002603708268
208	0.002603601948
209	0.002603484554
210	0.002603381852
211	0.00260322481
212	0.002603082838
213	0.002603002222
214	0.0026028964
215	0.002602758544
216	0.002602579428
217	0.002602435995
218	0.002602358825
219	0.002602143049
220	0.002601996939
221	0.002601915252
222	0.002601795067
223	0.002601610166
224	0.002601522848
225	0.002601437858
226	0.002601304373
227	0.002601164635
228	0.002600932919
229	0.002600820844
230	0.002600667888
231	0.00260057106
232	0.002600473569
233	0.002600333324
234	0.002600163174
235	0.002600062391
236	0.002599941154
237	0.002599816339
238	0.002599736684
239	0.002599572704
240	0.002599450783
241	0.002599275672
242	0.00259916526
243	0.002598996826
244	0.0025988672
245	0.002598703392
246	0.002598540338
247	0.002598430713
248	0.002598340776
249	0.00259825521
250	0.002598114152
251	0.002598012556
252	0.002597824472
253	0.00259768004
254	0.002597586717
255	0.002597464121
256	0.002597345727
257	0.002597238381
258	0.00259707108
259	0.002596998266
260	0.002596858025
261	0.002596731438
262	0.002596636454
263	0.002596470044
264	0.002596286924
265	0.002596106824
266	0.002596002672
267	0.00259583661
268	0.002595632564
269	0.002595513686
270	0.002595418015
271	0.002595282362
272	0.002595178414
273	0.002595066971
274	0.002594978337
275	0.00259484143
276	0.002594716322
277	0.002594534695
278	0.002594414792
279	0.002594275402
280	0.002594166952
281	0.002594111115
282	0.002594014002
283	0.002593902451
284	0.002593742117
285	0.002593618618
286	0.002593499128
287	0.00259344406
288	0.002593366981
289	0.002593234476
290	0.002593116488
291	0.002592993911
292	0.002592881152
293	0.002592714964
294	0.002592646121
295	0.002592471198
296	0.002592330997
297	0.002592184596
298	0.002592029214
299	0.002591908799
300	0.00259176972
301	0.002591569919
302	0.002591505284
303	0.002591353463
304	0.002591242956
305	0.002591168122
306	0.002590994371
307	0.002590868933
308	0.00259069326
309	0.002590591142
310	0.002590493134
311	0.002590325941
312	0.002590203461
313	0.002590043797
314	0.002589988738
315	0.00258988089
316	0.002589735381
317	0.002589637728
318	0.002589497998
319	0.002589411657
320	0.002589286212
321	0.002589163451
322	0.002589066162
323	0.002588925644
324	0.002588810972
325	0.002588633936
326	0.002588536616
327	0.00258829829
328	0.002588230268
329	0.002588132948
330	0.002587997506
331	0.002587926287
332	0.002587805059
333	0.0025876912
334	0.00258753128
335	0.002587415168
336	0.002587302009
337	0.002587155305
338	0.002587017032
339	0.002586913522
340	0.002586834003
341	0.002586650116
342	0.002586540123
343	0.002586396681
344	0.002586318713
345	0.002586206312
346	0.002586081344
347	0.002585936593
348	0.002585811806
349	0.002585661806
350	0.002585485782
351	0.002585366325
352	0.00258529145
353	0.002585158986
354	0.002585050672
355	0.002584959944
356	0.002584848924
357	0.002584726968
358	0.002584646226
359	0.002584485394
360	0.002584361314
361	0.002584259522
362	0.00258415783
363	0.002584044608
364	0.002583933044
365	0.002583820389
366	0.0025836613
367	0.002583542339
368	0.002583407225
369	0.002583243985
370	0.002583166248
371	0.002583077164
372	0.002582964899
373	0.002582820054
374	0.002582679546
375	0.002582569265
376	0.002582451344
377	0.002582293423
378	0.002582147675
379	0.002582055503
380	0.002581878816
381	0.002581737682
382	0.002581624072
383	0.002581456888
384	0.002581319634
385	0.002581185366
386	0.002581103734
387	0.00258104518
388	0.002580908699
389	0.002580816755
390	0.002580740942
391	0.002580666798
392	0.002580568708
393	0.002580443474
394	0.00258030919
395	0.002580163023
396	0.002580033957
397	0.002579933126
398	0.002579837445
399	0.002579728515
400	0.002579637906
401	0.002579566487
402	0.00257946141
403	0.002579370016
404	0.002579246521
405	0.002579118057
406	0.002579036395
407	0.002578913977
408	0.002578807482
409	0.002578756693
410	0.002578611576
411	0.002578521442
412	0.002578396066
413	0.002578243248
414	0.002578161101
415	0.002577970066
416	0.00257790887
417	0.002577817933
418	0.002577741965
419	0.002577665475
420	0.002577603113
421	0.002577515319
422	0.002577392741
423	0.002577235366
424	0.002577099316
425	0.002577021818
426	0.002576912939
427	0.002576854639
428	0.002576749309
429	0.002576623594
