iter	RMSE
0	0.005884871274
1	0.00587937427
2	0.005873148253
3	0.005866780498
4	0.005854720123
5	0.005845739322
6	0.005836415857
7	0.005826815613
8	0.005821083156
9	0.005814020176
10	0.005808656507
11	0.005802759918
12	0.005794641533
13	0.005785958724
14	0.005777034471
15	0.005769226041
16	0.005760661439
17	0.005755299577
18	0.00574762602
19	0.005740432655
20	0.005735502503
21	0.005728387309
22	0.005721911967
23	0.005714421533
24	0.005710100057
25	0.005703631301
26	0.005697879384
27	0.005691590796
28	0.005684796379
29	0.005680244359
30	0.005675894379
31	0.005669707511
32	0.005663867922
33	0.00565835509
34	0.005653541592
35	0.005651207943
36	0.005645252905
37	0.005639126022
38	0.005633798615
39	0.005625773585
40	0.005621562447
41	0.005616259753
42	0.005611237847
43	0.005607091048
44	0.00560169765
45	0.00559729591
46	0.005592601786
47	0.005586926288
48	0.005579562902
49	0.005575922399
50	0.005572799043
51	0.005569749357
52	0.005562136665
53	0.00555722993
54	0.005553141956
55	0.005549553657
56	0.005546360704
57	0.005541263671
58	0.005537941561
59	0.005534600727
60	0.005530999513
61	0.005527108282
62	0.0055220366
63	0.005518902932
64	0.0055164857
65	0.005514511887
66	0.005509991125
67	0.005505257495
68	0.005500132213
69	0.005495430914
70	0.005490922786
71	0.005487972235
